record_id,record_origin,doi,title,abstract,journal,year,first_author,last_author,corresponding_author,oa_url,source_license,provenance_type,sentence,variable,value_mAh_g,capacity_type,capacity_qualifier,cycle_context,cycle_n,canonical_material_id,material_family,material,modifier,morphology_descriptors,c_rate,c_rate_basis_value,c_rate_basis_unit,voltage_window_lower_V,voltage_window_upper_V,voltage_reference,voltage_upper_vs_Li_V,cell_type,cell_type_as_reported,counter_electrode,operating_temperature_C,operating_temperature_raw,electrolyte,electrolyte_molarity_M,electrolyte_solvent,electrolyte_additive,electrolyte_composition_raw,binder,binder_wt_pct,electrode_conductive_additive,conductive_additive_wt_pct,active_material_wt_pct,electrode_ratio_raw,electrode_solvent,current_collector,mass_loading_raw,mass_loading_mg_cm2_est,mass_loading_is_range,synthesis_method
nmc-0011,v2,10.1039/d3ra04145j,An effective co-modification strategy to enhance the cycle stability of LiNi 0.8 Co 0.1 Mn 0.1 O 2 for lithium-ion batteries,A co-modified NCM811 cathode material with Co doping and a Li 2 SO 4 coating is obtained by reaction of CoSO 4 modifier with residual lithium via a one-step facile method.,RSC Advances,2023,"Zhou, J. et al.",Bingkun Guo,Yang Liu,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d3ra04145j,cc-by-4.0,sentence,"As shown in Fig. 2a, the first discharge capacities of NCM811 & NCM811-CS-3 are 213.5 and 214.8 mA h g-1.",specific_capacity,213.5,discharge,initial,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811,not_reported,polycrystalline,1,,not_reported,2.8,4.5,Li/Li+,4.5,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC/DMC/EMC 1:1:1,not_reported,1 mol L-1 LiPF6 in a mixed solution containing ethylene carbonate (EC)/dimethyl carbonate (DMC)/ ethyl methyl carbonate (EMC) with volume ratio of 1 : 1 : 1 as electrolyte,PVDF,10,Super P,10,80,"80 wt% of active material, 10 wt% of Super-p and 10 wt% of poly(vinylidene fluoride) (PVDF)",NMP,Al foil,not_reported,,,co-precipitation method
nmc-0012,v2,10.1039/d3ra04145j,An effective co-modification strategy to enhance the cycle stability of LiNi 0.8 Co 0.1 Mn 0.1 O 2 for lithium-ion batteries,A co-modified NCM811 cathode material with Co doping and a Li 2 SO 4 coating is obtained by reaction of CoSO 4 modifier with residual lithium via a one-step facile method.,RSC Advances,2023,"Zhou, J. et al.",Bingkun Guo,Yang Liu,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d3ra04145j,cc-by-4.0,sentence,"As shown in Fig. 2a, the first discharge capacities of NCM811 & NCM811-CS-3 are 213.5 and 214.8 mA h g-1.",specific_capacity,214.8,discharge,initial,first_cycle,1,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811-CS-3,3 wt% CoSO4; Li2SO4 surface coating and Co doping,polycrystalline,1,,not_reported,2.8,4.5,Li/Li+,4.5,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC/DMC/EMC 1:1:1,not_reported,1 mol L-1 LiPF6 in a mixed solution containing ethylene carbonate (EC)/dimethyl carbonate (DMC)/ ethyl methyl carbonate (EMC) with volume ratio of 1 : 1 : 1 as electrolyte,PVDF,10,Super P,10,80,"80 wt% of active material, 10 wt% of Super-p and 10 wt% of poly(vinylidene fluoride) (PVDF)",NMP,Al foil,not_reported,,,co-precipitation method
nmc-0013,v2,10.1039/d3ra04145j,An effective co-modification strategy to enhance the cycle stability of LiNi 0.8 Co 0.1 Mn 0.1 O 2 for lithium-ion batteries,A co-modified NCM811 cathode material with Co doping and a Li 2 SO 4 coating is obtained by reaction of CoSO 4 modifier with residual lithium via a one-step facile method.,RSC Advances,2023,"Zhou, J. et al.",Bingkun Guo,Yang Liu,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d3ra04145j,cc-by-4.0,sentence,The pristine NCM811 displays rapidly capacity attenuation from 200.7 mA h g-1 to 135.6 mA h g-1 with 67.6% capacity retention in 200 cycles at 1C.,specific_capacity,200.7,discharge,none,not_reported,,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811,not_reported,polycrystalline,1,,not_reported,2.8,4.5,Li/Li+,4.5,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC/DMC/EMC 1:1:1,not_reported,1 mol L-1 LiPF6 in a mixed solution containing ethylene carbonate (EC)/dimethyl carbonate (DMC)/ ethyl methyl carbonate (EMC) with volume ratio of 1 : 1 : 1 as electrolyte,PVDF,10,Super P,10,80,"80 wt% of active material, 10 wt% of Super-p and 10 wt% of poly(vinylidene fluoride) (PVDF)",NMP,Al foil,not_reported,,,co-precipitation method
nmc-0014,v2,10.1039/d3ra04145j,An effective co-modification strategy to enhance the cycle stability of LiNi 0.8 Co 0.1 Mn 0.1 O 2 for lithium-ion batteries,A co-modified NCM811 cathode material with Co doping and a Li 2 SO 4 coating is obtained by reaction of CoSO 4 modifier with residual lithium via a one-step facile method.,RSC Advances,2023,"Zhou, J. et al.",Bingkun Guo,Yang Liu,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d3ra04145j,cc-by-4.0,sentence,The pristine NCM811 displays rapidly capacity attenuation from 200.7 mA h g-1 to 135.6 mA h g-1 with 67.6% capacity retention in 200 cycles at 1C.,specific_capacity,135.6,discharge,none,cycle_n,200,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811,not_reported,polycrystalline,1,,not_reported,2.8,4.5,Li/Li+,4.5,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC/DMC/EMC 1:1:1,not_reported,1 mol L-1 LiPF6 in a mixed solution containing ethylene carbonate (EC)/dimethyl carbonate (DMC)/ ethyl methyl carbonate (EMC) with volume ratio of 1 : 1 : 1 as electrolyte,PVDF,10,Super P,10,80,"80 wt% of active material, 10 wt% of Super-p and 10 wt% of poly(vinylidene fluoride) (PVDF)",NMP,Al foil,not_reported,,,co-precipitation method
nmc-0015,v2,10.1039/d3ra04145j,An effective co-modification strategy to enhance the cycle stability of LiNi 0.8 Co 0.1 Mn 0.1 O 2 for lithium-ion batteries,A co-modified NCM811 cathode material with Co doping and a Li 2 SO 4 coating is obtained by reaction of CoSO 4 modifier with residual lithium via a one-step facile method.,RSC Advances,2023,"Zhou, J. et al.",Bingkun Guo,Yang Liu,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d3ra04145j,cc-by-4.0,sentence,"The modified samples present the rate capabilities of 174, 187.4 and 181.7 mA h g-1 for NCM811-CS-1, NCM811-CS-3, and NCM811CS-5 at 5C.",specific_capacity,174,discharge,none,not_reported,,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811-CS-1,1 wt% CoSO4,polycrystalline,5,,not_reported,2.8,4.5,Li/Li+,4.5,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC/DMC/EMC 1:1:1,not_reported,1 mol L-1 LiPF6 in a mixed solution containing ethylene carbonate (EC)/dimethyl carbonate (DMC)/ ethyl methyl carbonate (EMC) with volume ratio of 1 : 1 : 1 as electrolyte,PVDF,10,Super P,10,80,"80 wt% of active material, 10 wt% of Super-p and 10 wt% of poly(vinylidene fluoride) (PVDF)",NMP,Al foil,not_reported,,,co-precipitation method
nmc-0016,v2,10.1039/d3ra04145j,An effective co-modification strategy to enhance the cycle stability of LiNi 0.8 Co 0.1 Mn 0.1 O 2 for lithium-ion batteries,A co-modified NCM811 cathode material with Co doping and a Li 2 SO 4 coating is obtained by reaction of CoSO 4 modifier with residual lithium via a one-step facile method.,RSC Advances,2023,"Zhou, J. et al.",Bingkun Guo,Yang Liu,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d3ra04145j,cc-by-4.0,sentence,"The modified samples present the rate capabilities of 174, 187.4 and 181.7 mA h g-1 for NCM811-CS-1, NCM811-CS-3, and NCM811CS-5 at 5C.",specific_capacity,187.4,discharge,none,not_reported,,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811-CS-3,3 wt% CoSO4; Li2SO4 surface coating and Co doping,polycrystalline,5,,not_reported,2.8,4.5,Li/Li+,4.5,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC/DMC/EMC 1:1:1,not_reported,1 mol L-1 LiPF6 in a mixed solution containing ethylene carbonate (EC)/dimethyl carbonate (DMC)/ ethyl methyl carbonate (EMC) with volume ratio of 1 : 1 : 1 as electrolyte,PVDF,10,Super P,10,80,"80 wt% of active material, 10 wt% of Super-p and 10 wt% of poly(vinylidene fluoride) (PVDF)",NMP,Al foil,not_reported,,,co-precipitation method
nmc-0017,v2,10.1039/d3ra04145j,An effective co-modification strategy to enhance the cycle stability of LiNi 0.8 Co 0.1 Mn 0.1 O 2 for lithium-ion batteries,A co-modified NCM811 cathode material with Co doping and a Li 2 SO 4 coating is obtained by reaction of CoSO 4 modifier with residual lithium via a one-step facile method.,RSC Advances,2023,"Zhou, J. et al.",Bingkun Guo,Yang Liu,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d3ra04145j,cc-by-4.0,sentence,"The modified samples present the rate capabilities of 174, 187.4 and 181.7 mA h g-1 for NCM811-CS-1, NCM811-CS-3, and NCM811CS-5 at 5C.",specific_capacity,181.7,discharge,none,not_reported,,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811-CS-5,5 wt% CoSO4,polycrystalline,5,,not_reported,2.8,4.5,Li/Li+,4.5,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC/DMC/EMC 1:1:1,not_reported,1 mol L-1 LiPF6 in a mixed solution containing ethylene carbonate (EC)/dimethyl carbonate (DMC)/ ethyl methyl carbonate (EMC) with volume ratio of 1 : 1 : 1 as electrolyte,PVDF,10,Super P,10,80,"80 wt% of active material, 10 wt% of Super-p and 10 wt% of poly(vinylidene fluoride) (PVDF)",NMP,Al foil,not_reported,,,co-precipitation method
nmc-0018,v2,10.1039/d3ra04145j,An effective co-modification strategy to enhance the cycle stability of LiNi 0.8 Co 0.1 Mn 0.1 O 2 for lithium-ion batteries,A co-modified NCM811 cathode material with Co doping and a Li 2 SO 4 coating is obtained by reaction of CoSO 4 modifier with residual lithium via a one-step facile method.,RSC Advances,2023,"Zhou, J. et al.",Bingkun Guo,Yang Liu,https://pubs.rsc.org/en/content/articlepdf/2023/ra/d3ra04145j,cc-by-4.0,sentence,They are higher than 170 mA h g-1 of the pristine NCM811 sample as shown in Fig. 2b.,specific_capacity,170,discharge,none,not_reported,,LiNi0.8Co0.1Mn0.1O2,NMC811,NCM811,not_reported,polycrystalline,5,,not_reported,2.8,4.5,Li/Li+,4.5,half cell,half cell,Li metal,,room temperature,LiPF6,1,EC/DMC/EMC 1:1:1,not_reported,1 mol L-1 LiPF6 in a mixed solution containing ethylene carbonate (EC)/dimethyl carbonate (DMC)/ ethyl methyl carbonate (EMC) with volume ratio of 1 : 1 : 1 as electrolyte,PVDF,10,Super P,10,80,"80 wt% of active material, 10 wt% of Super-p and 10 wt% of poly(vinylidene fluoride) (PVDF)",NMP,Al foil,not_reported,,,co-precipitation method
nmc-0019,v2,10.1021/acs.chemmater.4c00515,Elucidating the Impact of Li3InCl6-Coated LiNi0.8Co0.15Al0.05O2 on the Electro-Chemo-Mechanics of Li6PS5Cl-Based Solid-State Batteries,"High Resolution Image Download MS PowerPoint Slide Li 6 PS 5 Cl has attracted significant attention due to its high Li-ion conductivity and processability, facilitating large-scale solid-state battery applications. However, when paired with high-voltage cathodes, it experiences adverse side reactions. Li 3 InCl 6 (LIC), known for its higher stability at high voltages and moderate Li-ion conductivity, is considered a catholyte to address the limitations of Li 6 PS 5 Cl. To extend the stability of Li 6 PS 5 Cl toward LiNi 0.8 Co 0.15 Al 0.05 O 2 (NCA), we applied nanocrystalline LIC as a 180 nm-thick protective coating in a core-shell-like fashion (LIC@NCA) via mechanofusion. Solid-state batteries with LIC@NCA allow an initial discharge specific capacity of 148 mA h/g at 0.1C and 80% capacity retention for 200 cycles at 0.2C with a cutoff voltage of 4.2 V (vs Li/Li + ), while cells without LIC coating suffers from low initial discharge capacity and poor retention. Using a wide spectrum of advanced characterization techniques, such as operando XRD, XPS, FIB-SEM, and TOF-SIMS, we reveal that the superior performance of solid-state batteries employing LIC@NCA is related to the suppression of detrimental interfacial reactions of NCA with Li 6 PS 5 Cl, delamination, and particle cracking compared to uncoated NCA.",Chemistry of Materials,2024,"Jin, F. et al.",Daniel Rettenwander,Mir Mehraj Ud Din,https://doi.org/10.1021/acs.chemmater.4c00515,cc-by-4.0,sentence,"It is evident that for SSBLIC@NCA, the polarization during charge and discharge is effectively suppressed and the discharge capacity is significantly increased (from 71.8 mAh/g for SSB-NCA to 148.3 mAh/g for SSB-LIC@NCA).",specific_capacity,71.8,discharge,initial,first_cycle,1,LiNi0.8Co0.15Al0.05O2,NCA,NCA,not_reported,polycrystalline,0.1,160,mAh,,4.2,Li/Li+,4.2,half cell,half cell,Li-In,25,25,LPSCl,,not_reported,not_reported,LPSCl,not_reported,,not_reported,,70,7:3 (wt %),not_reported,not_reported,not_reported,,,purchased and used as received
nmc-0020,v2,10.1021/acs.chemmater.4c00515,Elucidating the Impact of Li3InCl6-Coated LiNi0.8Co0.15Al0.05O2 on the Electro-Chemo-Mechanics of Li6PS5Cl-Based Solid-State Batteries,"High Resolution Image Download MS PowerPoint Slide Li 6 PS 5 Cl has attracted significant attention due to its high Li-ion conductivity and processability, facilitating large-scale solid-state battery applications. However, when paired with high-voltage cathodes, it experiences adverse side reactions. Li 3 InCl 6 (LIC), known for its higher stability at high voltages and moderate Li-ion conductivity, is considered a catholyte to address the limitations of Li 6 PS 5 Cl. To extend the stability of Li 6 PS 5 Cl toward LiNi 0.8 Co 0.15 Al 0.05 O 2 (NCA), we applied nanocrystalline LIC as a 180 nm-thick protective coating in a core-shell-like fashion (LIC@NCA) via mechanofusion. Solid-state batteries with LIC@NCA allow an initial discharge specific capacity of 148 mA h/g at 0.1C and 80% capacity retention for 200 cycles at 0.2C with a cutoff voltage of 4.2 V (vs Li/Li + ), while cells without LIC coating suffers from low initial discharge capacity and poor retention. Using a wide spectrum of advanced characterization techniques, such as operando XRD, XPS, FIB-SEM, and TOF-SIMS, we reveal that the superior performance of solid-state batteries employing LIC@NCA is related to the suppression of detrimental interfacial reactions of NCA with Li 6 PS 5 Cl, delamination, and particle cracking compared to uncoated NCA.",Chemistry of Materials,2024,"Jin, F. et al.",Daniel Rettenwander,Mir Mehraj Ud Din,https://doi.org/10.1021/acs.chemmater.4c00515,cc-by-4.0,sentence,"It is evident that for SSBLIC@NCA, the polarization during charge and discharge is effectively suppressed and the discharge capacity is significantly increased (from 71.8 mAh/g for SSB-NCA to 148.3 mAh/g for SSB-LIC@NCA).",specific_capacity,148.3,discharge,initial,first_cycle,1,LiNi0.8Co0.15Al0.05O2,NCA,LIC@NCA,Li3InCl6 (LIC) coating,polycrystalline,0.1,160,mAh,,4.2,Li/Li+,4.2,half cell,half cell,Li-In,25,25,LPSCl,,not_reported,not_reported,LPSCl,not_reported,,not_reported,,70,7:3 (wt %),not_reported,not_reported,not_reported,,,LIC coated around NCA particles via a mechanofusion technique
nmc-0021,v2,10.1021/acs.chemmater.4c00515,Elucidating the Impact of Li3InCl6-Coated LiNi0.8Co0.15Al0.05O2 on the Electro-Chemo-Mechanics of Li6PS5Cl-Based Solid-State Batteries,"High Resolution Image Download MS PowerPoint Slide Li 6 PS 5 Cl has attracted significant attention due to its high Li-ion conductivity and processability, facilitating large-scale solid-state battery applications. However, when paired with high-voltage cathodes, it experiences adverse side reactions. Li 3 InCl 6 (LIC), known for its higher stability at high voltages and moderate Li-ion conductivity, is considered a catholyte to address the limitations of Li 6 PS 5 Cl. To extend the stability of Li 6 PS 5 Cl toward LiNi 0.8 Co 0.15 Al 0.05 O 2 (NCA), we applied nanocrystalline LIC as a 180 nm-thick protective coating in a core-shell-like fashion (LIC@NCA) via mechanofusion. Solid-state batteries with LIC@NCA allow an initial discharge specific capacity of 148 mA h/g at 0.1C and 80% capacity retention for 200 cycles at 0.2C with a cutoff voltage of 4.2 V (vs Li/Li + ), while cells without LIC coating suffers from low initial discharge capacity and poor retention. Using a wide spectrum of advanced characterization techniques, such as operando XRD, XPS, FIB-SEM, and TOF-SIMS, we reveal that the superior performance of solid-state batteries employing LIC@NCA is related to the suppression of detrimental interfacial reactions of NCA with Li 6 PS 5 Cl, delamination, and particle cracking compared to uncoated NCA.",Chemistry of Materials,2024,"Jin, F. et al.",Daniel Rettenwander,Mir Mehraj Ud Din,https://doi.org/10.1021/acs.chemmater.4c00515,cc-by-4.0,sentence,"Moreover, SSB-LIC@NCA shows significantly more stable long-term cycling at around 133.6 mAh/g and 80.1% capacity retention at 0.2 C compared with SSBNCA with around 40 mAh/g for 200 cycles (Figure 3a-d).",specific_capacity,133.6,discharge,reversible,steady_reversible,,LiNi0.8Co0.15Al0.05O2,NCA,LIC@NCA,Li3InCl6 (LIC) coating,polycrystalline,0.2,160,mAh,,4.2,Li/Li+,4.2,half cell,half cell,Li-In,25,25,LPSCl,,not_reported,not_reported,LPSCl,not_reported,,not_reported,,70,7:3 (wt %),not_reported,not_reported,not_reported,,,LIC coated around NCA particles via a mechanofusion technique
nmc-0022,v2,10.1021/acs.chemmater.4c00515,Elucidating the Impact of Li3InCl6-Coated LiNi0.8Co0.15Al0.05O2 on the Electro-Chemo-Mechanics of Li6PS5Cl-Based Solid-State Batteries,"High Resolution Image Download MS PowerPoint Slide Li 6 PS 5 Cl has attracted significant attention due to its high Li-ion conductivity and processability, facilitating large-scale solid-state battery applications. However, when paired with high-voltage cathodes, it experiences adverse side reactions. Li 3 InCl 6 (LIC), known for its higher stability at high voltages and moderate Li-ion conductivity, is considered a catholyte to address the limitations of Li 6 PS 5 Cl. To extend the stability of Li 6 PS 5 Cl toward LiNi 0.8 Co 0.15 Al 0.05 O 2 (NCA), we applied nanocrystalline LIC as a 180 nm-thick protective coating in a core-shell-like fashion (LIC@NCA) via mechanofusion. Solid-state batteries with LIC@NCA allow an initial discharge specific capacity of 148 mA h/g at 0.1C and 80% capacity retention for 200 cycles at 0.2C with a cutoff voltage of 4.2 V (vs Li/Li + ), while cells without LIC coating suffers from low initial discharge capacity and poor retention. Using a wide spectrum of advanced characterization techniques, such as operando XRD, XPS, FIB-SEM, and TOF-SIMS, we reveal that the superior performance of solid-state batteries employing LIC@NCA is related to the suppression of detrimental interfacial reactions of NCA with Li 6 PS 5 Cl, delamination, and particle cracking compared to uncoated NCA.",Chemistry of Materials,2024,"Jin, F. et al.",Daniel Rettenwander,Mir Mehraj Ud Din,https://doi.org/10.1021/acs.chemmater.4c00515,cc-by-4.0,sentence,"In contrast to our expectations, a further increase in the cutoff voltage to 4.4 V (vs Li/Li+ ) allows for discharge capacities as high as 174 mAh/g at 0.1C and 84% capacity retention at 0.2C for 50 cycles (Figure S10).",specific_capacity,174,discharge,none,not_reported,,LiNi0.8Co0.15Al0.05O2,NCA,LIC@NCA,Li3InCl6 (LIC) coating,polycrystalline,0.1,160,mAh,,4.4,Li/Li+,4.4,half cell,half cell,Li-In,25,25,LPSCl,,not_reported,not_reported,LPSCl,not_reported,,not_reported,,70,7:3 (wt %),not_reported,not_reported,not_reported,,,LIC coated around NCA particles via a mechanofusion technique
nmc-0023,v2,10.1002/advs.202518327,Mitigating Electrochemical Isolation in Ni-Rich Layered Cathodes for Durable Solid-State Batteries,"ABSTRACT Cathode-solid electrolyte (SE) interfacial instability poses a major challenge for achieving stable and high-power operations in all-solid-state batteries, which promise superior energy density, thermal stability, and safety over the current Li-ion technology. For technologically important Ni-rich NMCs (LiNi x Mn y Co z O 2 or NMCxyz; x/y/z: Ni/Mn/Co stoichiometry) paired with sulfide SEs, redox-mediated instability of the SE is often blamed for rapid cathode deterioration. Here, in-depth spectroscopic and electrochemical analyses of Ni-rich NMCs with a promising sulfide SE reveal hitherto unrecognized electrochemical isolation of active NMC particles driven by rapid interfacial degradations, sparking accelerated capacity fading and poor thermal stability. Introducing a functionalized conductive carbon into the cathode suppresses sulfide SE degradation into reactive polysulfides that drive NMC deterioration. Consequently, NMC622 and NMC811-based cells display high active material utilization, enhanced stability, attractive rate capability and thermal resilience - illustrated by 1C (1C: 160 mA g -1 ) capacity of ∼150 mAh g -1 , 5C rate retention of 95% after 500 cycles with high active loading (≥12 mg cm -2 ), and an average Coulombic efficiency of 99.8% even for high-temperature cycling. This study uncovers a critical performance degradation pathway in a key cathode-SE pairing and presents a scalable strategy for its in situ regulation, enabling significant performance gains.",Advanced Science,2026,"Bhadra, A. et al.",Dipan Kundu,Dipan Kundu,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202518327,cc-by-4.0,sentence,"The initial discharge capacity of the NMC622 cell, ∼147 mAh g-1, is somewhat moderate compared to reports involving nanoscale single-crystalline particles [32, 33], which typically exhibit higher active material utilization due to shorter Li+ diffusion paths and more accessible surface area.",specific_capacity,147,discharge,initial,first_cycle,1,LiNi0.6Co0.2Mn0.2O2,NMC622,NMC622,SP (Super P),mixed,0.2,160,mA/g,2,3.7,Li-In,4.32,half cell,full cell,Li-In,20,20 ± 2,Li6PS5Cl,,not_reported,not_reported,Li6PS5Cl solid electrolyte,not_reported,,Super P,5.7,66,66:28.3:5.7,not_reported,not_reported,≥12 [min],12,false,not_reported
nmc-0024,v2,10.1002/advs.202518327,Mitigating Electrochemical Isolation in Ni-Rich Layered Cathodes for Durable Solid-State Batteries,"ABSTRACT Cathode-solid electrolyte (SE) interfacial instability poses a major challenge for achieving stable and high-power operations in all-solid-state batteries, which promise superior energy density, thermal stability, and safety over the current Li-ion technology. For technologically important Ni-rich NMCs (LiNi x Mn y Co z O 2 or NMCxyz; x/y/z: Ni/Mn/Co stoichiometry) paired with sulfide SEs, redox-mediated instability of the SE is often blamed for rapid cathode deterioration. Here, in-depth spectroscopic and electrochemical analyses of Ni-rich NMCs with a promising sulfide SE reveal hitherto unrecognized electrochemical isolation of active NMC particles driven by rapid interfacial degradations, sparking accelerated capacity fading and poor thermal stability. Introducing a functionalized conductive carbon into the cathode suppresses sulfide SE degradation into reactive polysulfides that drive NMC deterioration. Consequently, NMC622 and NMC811-based cells display high active material utilization, enhanced stability, attractive rate capability and thermal resilience - illustrated by 1C (1C: 160 mA g -1 ) capacity of ∼150 mAh g -1 , 5C rate retention of 95% after 500 cycles with high active loading (≥12 mg cm -2 ), and an average Coulombic efficiency of 99.8% even for high-temperature cycling. This study uncovers a critical performance degradation pathway in a key cathode-SE pairing and presents a scalable strategy for its in situ regulation, enabling significant performance gains.",Advanced Science,2026,"Bhadra, A. et al.",Dipan Kundu,Dipan Kundu,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202518327,cc-by-4.0,sentence,"Nevertheless, as revealed by galvanostatic polarization profiles in Figure 1A, the NMC622 cell displays a rapid decay in capacity with cycling, with the discharge capacity dropping to 83.5 mAh g-1 within the first 80 cycles.",specific_capacity,83.5,discharge,none,cycle_later_unspecified,,LiNi0.6Co0.2Mn0.2O2,NMC622,NMC622,SP (Super P),mixed,0.2,160,mA/g,2,3.7,Li-In,4.32,half cell,full cell,Li-In,20,20 ± 2,Li6PS5Cl,,not_reported,not_reported,Li6PS5Cl solid electrolyte,not_reported,,Super P,5.7,66,66:28.3:5.7,not_reported,not_reported,≥12 [min],12,false,not_reported
nmc-0025,v2,10.1002/advs.202518327,Mitigating Electrochemical Isolation in Ni-Rich Layered Cathodes for Durable Solid-State Batteries,"ABSTRACT Cathode-solid electrolyte (SE) interfacial instability poses a major challenge for achieving stable and high-power operations in all-solid-state batteries, which promise superior energy density, thermal stability, and safety over the current Li-ion technology. For technologically important Ni-rich NMCs (LiNi x Mn y Co z O 2 or NMCxyz; x/y/z: Ni/Mn/Co stoichiometry) paired with sulfide SEs, redox-mediated instability of the SE is often blamed for rapid cathode deterioration. Here, in-depth spectroscopic and electrochemical analyses of Ni-rich NMCs with a promising sulfide SE reveal hitherto unrecognized electrochemical isolation of active NMC particles driven by rapid interfacial degradations, sparking accelerated capacity fading and poor thermal stability. Introducing a functionalized conductive carbon into the cathode suppresses sulfide SE degradation into reactive polysulfides that drive NMC deterioration. Consequently, NMC622 and NMC811-based cells display high active material utilization, enhanced stability, attractive rate capability and thermal resilience - illustrated by 1C (1C: 160 mA g -1 ) capacity of ∼150 mAh g -1 , 5C rate retention of 95% after 500 cycles with high active loading (≥12 mg cm -2 ), and an average Coulombic efficiency of 99.8% even for high-temperature cycling. This study uncovers a critical performance degradation pathway in a key cathode-SE pairing and presents a scalable strategy for its in situ regulation, enabling significant performance gains.",Advanced Science,2026,"Bhadra, A. et al.",Dipan Kundu,Dipan Kundu,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202518327,cc-by-4.0,sentence,"Although the SP-based NMC622 cathode initially delivers a high capacity of 183 mAh g-1 at 0.3C, it deteriorates rapidly with increasing current, retaining only 18 mAh g-1 at 5C (Figure 6C).",specific_capacity,183,discharge,none,first_cycle,1,LiNi0.6Co0.2Mn0.2O2,NMC622,NMC622,SP (Super P),mixed,0.3,160,mA/g,2,3.7,Li-In,4.32,half cell,full cell,Li-In,60,60,Li6PS5Cl,,not_reported,not_reported,Li6PS5Cl solid electrolyte,not_reported,,Super P,5.7,66,66:28.3:5.7,not_reported,not_reported,≥12 [min],12,false,not_reported
